UWIDE_CATALOG"UNID"	"SUNY_ID"	"SUNY_ID_IMMUTABLE"	"IPEDS"	"DISC"	"NUM"	"DESCRIP"	"LONG_TITLE"	"SHORT_TITLE"	"MIN_CRED"	"MAX_CRED"	"SUNY_GE"	"CAT_YEAR"
"47455"	"60735"	"60735.2021"	"TC3"	"ART"	"290"	"An advanced course of study in photography developed through an agreement between the faculty member and the student. The student must demonstrate competence in photography by successful completion of the College's highest level course or by faculty"	"Independent Art Studio - Photography"	"Ind Art St-Photogrph"	"1"	"3"	"Not Applicable"	"2021"
"47456"	"60736"	"60736.2021"	"TC3"	"ART"	"298"	"An advanced course of study in media arts developed through an agreement between the faculty member and the student. The student must demonstrate competence in media arts by successful completion of the College's highest level course or by faculty as"	"Independent Art Studio - Media Arts"	"Ind Art St-Media Art"	"3"	"3"	"Not Applicable"	"2021"
"47457"	"357528"	"357528.2021"	"TC3"	"ASL"	"101"	"This course is an introduction to the linguistic features and core vocabulary needed to develop basic communicative competence in American Sign Language (ASL). Students learn basic ASL grammar and apply this knowledge when using ASL to ask and answer"	"Beginning American Sign Language I"	"Beg Amer Sign Lang I"	"3"	"3"	"Foreign Language"	"2021"
"47458"	"357508"	"357508.2021"	"TC3"	"ASL"	"102"	"In this course, students learn additional linguistic features, cultural protocols, and core vocabulary. Students practice using ASL grammar for giving directions, describing others, making requests, attributing qualities to others, and talking about"	"Beginning American Sign Language II"	"Beg Am Sgn Lang II"	"3"	"3"	"Foreign Language"	"2021"
"47459"	"60737"	"60737.2021"	"TC3"	"ASTR"	"101"	"This course is a general study of the fundamental principles of astronomy.  Topics include the motions of the earth, members of the solar system, stars, galaxies and universe.  ASTR 101 fulfills the SUNY General Education Natural Sciences requirement"	"Introductory Astronomy"	"Intro Astronomy"	"3"	"3"	"Natural Sciences"	"2021"
"47460"	"60738"	"60738.2021"	"TC3"	"BIOL"	"100"	"Relates biological principles to important issues in human biology. Students learn basics of human biology (anatomy, physiology, life cycle, genetics, nutrition, fitness, disease and ecology). Selected problems, potentials, and breakthroughs in perso"	"Human Biology"	"Human Biology"	"3"	"3"	"Natural Sciences"	"2021"
"47461"	"60739"	"60739.2021"	"TC3"	"BIOL"	"101"	"BIOL 101 presents an overview of major biological principles. Course topics include chemistry as it relates to organisms, cell morphology and physiology, and genetics. The course is intended for students who do not plan to transfer to an upper level"	"Principles of Biology I"	"Princ of Biology I"	"3"	"3"	"Natural Sciences"	"2021"
"47462"	"60740"	"60740.2021"	"TC3"	"BIOL"	"102"	"BIOL 102 presents an overview of major biological principles. It is appropriate for students who are not planning to transfer to an upper level major in science, environmental science, medicine, or a science-related field. Major topics will include e"	"Principles of Biology II"	"Princ of Biology II"	"3"	"3"	"Natural Sciences"	"2021"
"47463"	"60741"	"60741.2021"	"TC3"	"BIOL"	"104"	"This is one of two semesters of an introductory level biology sequence designed for students who plan to transfer to an upper level program in science, environmental science, medicine, or a science-related field. Students who are interested in a rigo"	"General Biology I"	"General Biology I"	"4"	"4"	"Natural Sciences"	"2021"
"47464"	"329475"	"329475.2021"	"TC3"	"BIOL"	"104H"	"This is one of two semesters of an introductory level biology sequence designed for students who plan to transfer to an upper level program in science, environmental science, medicine, or a science-related field. Students who are interested in a rigo"	"General Biology I Honors"	"Gen Biology I Honors"	"4"	"4"	"Not Applicable"	"2021"
"47465"	"60742"	"60742.2021"	"TC3"	"BIOL"	"105"	"Intended for students who plan to transfer to an upper level program in science, environmental science, medicine, or a science-related field. Students who have a strong interest in a rigorous study of biology may also enroll. Topics include evolution"	"General Biology II"	"General Biology II"	"4"	"4"	"Natural Sciences"	"2021"
"47466"	"329456"	"329456.2021"	"TC3"	"BIOL"	"105H"	"Intended for students who plan to transfer to an upper level program in science, environmental science, medicine, or a science-related field. Students who have a strong interest in a rigorous study of biology may also enroll. Topics include evolution"	"Gen Biology II Honors"	"Gen Biol II Honors"	"4"	"4"	"Not Applicable"	"2021"
"47467"	"60743"	"60743.2021"	"TC3"	"BIOL"	"112"	"Provides a general overview of medical microbiology, including morphology, physiology, genetics and structure, and function of microorganisms. Epidemiology, host/microbe interaction and control, and infectious diseases are emphasized. Emerging infect"	"Essentials of Medical Microbiology"	"Essntls Med Microbio"	"3"	"3"	"Natural Sciences"	"2021"
"47468"	"60744"	"60744.2021"	"TC3"	"BIOL"	"114"	"An integration of basic nutritional science, diet and clinical nutrition. Basic concepts in chemistry, biochemistry and physiology are included, as well as diet assessment of the normal individual. A variety of consumer topics are considered. BIOL 11"	"Essentials of Nutrition"	"Essntls of Nutrition"	"3"	"3"	"Natural Sciences"	"2021"
"47469"	"60745"	"60745.2021"	"TC3"	"BIOL"	"115"	"This course is an introduction to the study of local biodiversity. Emphasis is placed upon identification of organisms in the field and development of an understanding of their ecological relationships. Most class meetings will be at off-campus field"	"Field Natural History"	"Field Natural Hsty"	"3"	"3"	"Natural Sciences"	"2021"
"47470"	"60746"	"60746.2021"	"TC3"	"BIOL"	"116"	"This is a laboratory biology course for a general audience interested in learning more about the natural history of tropical ecosystems. Emphasis will be placed on identifying organisms in the field, critically observing the natural environment in it"	"Tropical Field Natural History"	"Trop Fld Nat Hsty"	"4"	"4"	"Natural Sciences"	"2021"
"47471"	"338940"	"338940.2021"	"TC3"	"BIOL"	"119"	"This course provides an introduction to plant biology including the structure, function, physiology and development, genetics and evolution, and ecology of plants. Topics include the structure and function of plant cells and tissues; plant physiology"	"Botany"	"Botany"	"3"	"3"	"Natural Sciences"	"2021"
"47472"	"60747"	"60747.2021"	"TC3"	"BIOL"	"125"	"Cross-listed as GEOL 125    This course is required for students intending to pursue a degree program in childhood/early childhood education but it may be of interest to others who do not plan to major specifically in science or a related field. Basi"	"Biology and Earth Science for Teachers"	"BioErth Sci-Teacher"	"4"	"4"	"Natural Sciences"	"2021"
"47473"	"60748"	"60748.2021"	"TC3"	"BIOL"	"131"	"Students are introduced to the basic organization of the human body, basic biochemistry involved in physiological interactions, basics of tissue organization, and histology. In addition, the course surveys the integumentary, skeletal, muscular and ne"	"Principles of Human Anatomy and Physiology I"	"Princ Human Ant/Ph I"	"4"	"4"	"Natural Sciences"	"2021"
"47474"	"60749"	"60749.2021"	"TC3"	"BIOL"	"132"	"Topics covered include the endocrine, cardiovascular, lymphatic, respiratory, digestive, and urogenital systems. BIOL 132 fulfills the SUNY General Education Natural Sciences requirements. Prerequisites: BIOL 131; MATH 095 or MATH 098, RDNG 116, and"	"Principles of Human Anatomy and Physiology II"	"Princ of Hum Anat II"	"4"	"4"	"Natural Sciences"	"2021"
"47475"	"60750"	"60750.2021"	"TC3"	"BIOL"	"201"	"The first course of a two-semester introductory level sequence in human anatomy and physiology intended for students pursuing a career in fields such as medicine, chiropractic, physical therapy, physical education, or recreation. Topics considered ar"	"Human Anatomy and Physiology I"	"Human Anat & Phys I"	"4"	"4"	"Natural Sciences"	"2021"
"47476"	"60751"	"60751.2021"	"TC3"	"BIOL"	"202"	"The second course of a two-semester introductory level sequence in human anatomy and physiology intended for students pursuing a career in fields such as medicine, chiropractic, physical therapy, physical education, or recreation. Topics considered a"	"Human Anatomy and Physiology II"	"Human Anat & Phys II"	"4"	"4"	"Natural Sciences"	"2021"
"47477"	"60752"	"60752.2021"	"TC3"	"BIOL"	"205"	"Intended for students pursuing careers in the biological or health sciences. Fundamental principles in Mendelian genetics, chromosomal function, structure, and expression are covered. Current topics including population genetics, mutation and evoluti"	"General Genetics"	"General Genetics"	"3"	"3"	"Not Applicable"	"2021"
"47478"	"60753"	"60753.2021"	"TC3"	"BIOL"	"206"	"This laboratory module provides hands-on experience with modern molecular techniques employed in today's society. The project requires recloning a gene from a prokaryotic expression vector into an eukaryotic vector and demonstrating exression in vitr"	"Molecular Genetic Techniques"	"Molec Genetic Techni"	"1"	"1"	"Not Applicable"	"2021"
"47479"	"60754"	"60754.2021"	"TC3"	"BIOL"	"211"	"An introduction to the ecology of plants and animals, including consideration of population dynamics, community structure and function, energy flow and nutrient cycling, physiological and behavioral ecology, and biogeography. Human impacts on natural"	"Ecology"	"Ecology"	"4"	"4"	"Natural Sciences"	"2021"
"47480"	"329465"	"329465.2021"	"TC3"	"BIOL"	"215"	"This class is designed to provide students with the opportunity to explore the ecology of tropical systems. Students will build on their prior ecological knowledge to research and design a field project to be completed in Colombia, South America as p"	"Tropical Field Ecology"	"Trop Field Ecology"	"4"	"4"	"Not Applicable"	"2021"
"47481"	"60755"	"60755.2021"	"TC3"	"BIOL"	"216"	"Intended for students pursuing advanced studies in the biological science and health fields, and for individuals with a serious interest in the microbial world. Fundamental concepts and principles of microbiology, their application to the health scie"	"General Microbiology"	"General Microbiology"	"4"	"4"	"Natural Sciences"	"2021"
"47482"	"318515"	"318515.2021"	"TC3"	"BIOL"	"216H"	"Intended for students pursuing advanced studies in the biological science and health fields, and for individuals with a serious interest in the microbial world. Fundamental concepts and principles of microbiology, their application to the health scie"	"General Microbiology-Honors"	"Gen Microbio-Honors"	"4"	"4"	"Not Applicable"	"2021"
"47483"	"60756"	"60756.2021"	"TC3"	"BIOL"	"220"	"Intended for students pursuing careers in the biological or health sciences. The fundamental structure and function of the eukaryotic cell, from proteins to DNA, to signal transduction, and development of cancer are covered. Students present topics o"	"Cell Biology"	"Cell Biology"	"3"	"3"	"Not Applicable"	"2021"
"47484"	"60757"	"60757.2021"	"TC3"	"BIOL"	"221"	"Required in the Biotechnology degree and certificate programs, this laboratory module, a co-requisite to BIOL 220 - Cell Biology, provides hands-on experience with current techniques to isolate and analyze proteins in the research or diagnostic lab."	"Cell Culture Techniques"	"Cell Culture Techniq"	"1"	"1"	"Not Applicable"	"2021"
"47485"	"287555"	"287555.2021"	"TC3"	"BIOL"	"232"	"Cross-listed as RECR 232.    Covers the acute physiological responses and chronic adaptations to exercise including scientific evaluation of neuromuscular, metabolic, and cardiovascular, hormonal, and respiratory systems as they pertain to the human"	"Exercise Physiology"	"Exercise Physiology"	"3"	"3"	"Not Applicable"	"2021"
